link,name,location,price,area,bhk,bathroom,area_type_x,id,property_name_address
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-serendipity-bandra-kurla-complex-western-mumbai-1800-sq-ft-r2-spid-K78418151,Serendipity,"3 BHK Flat in Bandra Kurla Complex, Mumbai",₹9.09 Cr,"1,800 sqft",3 BHK,(3 Baths),Super Built-up Area,384,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-750-sq-ft-spid-J86128374,St. John Baptist Rd,"2 BHK Flat in Bandra West, Mumbai",₹4.5 Cr,750 sqft,2 BHK,(2 Baths),Carpet Area,385,
https://www.99acres.com/6-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-2300-sq-ft-r1-spid-F84351648,St Martin Rd,"6 BHK Flat in Bandra West, Mumbai",₹15.5 Cr,"2,300 sqft",6 BHK,(6 Baths),Carpet Area,386,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mount-marry-apartments-bandra-west-western-mumbai-800-sq-ft-r2-spid-S82708164,Mount Marry Apartments,"2 BHK Flat in Bandra West, Mumbai",₹9 Cr,800 sqft,2 BHK,(2 Baths),Carpet Area,387,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-1009-sq-ft-spid-I85726374,Perry Cross Rd,"3 BHK Flat in Bandra West, Mumbai",₹12.5 Cr,"1,009 sqft",3 BHK,(3 Baths),Carpet Area,388,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-1100-sq-ft-r2-spid-Z82628494,off Carter Rd,"3 BHK Flat in Bandra West, Mumbai",₹7.5 Cr,"1,100 sqft",3 BHK,(4 Baths),Carpet Area,389,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-1440-sq-ft-r3-spid-T81206601,29th Rd,"2 BHK Flat in Bandra West, Mumbai",₹9.5 Cr,"1,440 sqft",2 BHK,(3 Baths),Carpet Area,390,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-1145-sq-ft-spid-B85614152,St Martin Rd,"3 BHK Flat in Bandra West, Mumbai",₹7.75 Cr,"1,145 sqft",3 BHK,(3 Baths),Carpet Area,391,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rustomjee-seasons-bandra-east-western-mumbai-1318-sq-ft-r1-spid-A84003266,"Rustomjee Seasons
4.1","3 BHK Flat in Bandra East, Mumbai",₹8.75 Cr,"1,318 sqft",3 BHK,(4 Baths),Carpet Area,392,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-1350-sq-ft-spid-L85505314,15th Rd,"3 BHK Flat in Bandra West, Mumbai",₹7.25 Cr,"1,350 sqft",3 BHK,(3 Baths),Carpet Area,393,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bandra-east-western-mumbai-1516-sq-ft-spid-Y85495674,BKC Rd,"3 BHK Flat in Bandra East, Mumbai",₹8.5 Cr,"1,516 sqft",3 BHK,(3 Baths),Carpet Area,394,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-1175-sq-ft-spid-J85479236,Pali Hill Rd,"3 BHK Flat in Bandra West, Mumbai",₹13 Cr,"1,175 sqft",3 BHK,(3 Baths),Carpet Area,395,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-730-sq-ft-spid-R85303574,St Martins Rd,"2 BHK Flat in Bandra West, Mumbai",₹4.9 Cr,730 sqft,2 BHK,(2 Baths),Carpet Area,396,
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-1549-sq-ft-spid-I85173570,Reclamation,"4 BHK Flat in Bandra West, Mumbai",₹10.28 Cr,"1,549 sqft",4 BHK,(3 Baths),Carpet Area,397,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-1120-sq-ft-spid-M85116278,off Carter Rd,"3 BHK Flat in Bandra West, Mumbai",₹5.65 Cr,"1,120 sqft",3 BHK,(3 Baths),Carpet Area,398,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-1425-sq-ft-spid-Q85068704,Turner Rd,"3 BHK Flat in Bandra West, Mumbai",₹6 Cr,"1,425 sqft",3 BHK,(3 Baths),Carpet Area,399,
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-1752-sq-ft-r1-spid-R83440770,off Hill Rd,"4 BHK Flat in Bandra West, Mumbai",₹12.25 Cr,"1,752 sqft",4 BHK,(4 Baths),Carpet Area,400,
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-1800-sq-ft-r1-spid-X83468806,off Turner Rd,"4 BHK Flat in Bandra West, Mumbai",₹11 Cr,"1,800 sqft",4 BHK,(5 Baths),Carpet Area,401,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bandra-east-western-mumbai-832-sq-ft-r1-spid-V83379598,Rustomjee Aden,"2 BHK Flat in Bandra East, Mumbai",₹3.99 Cr,832 sqft,2 BHK,(3 Baths),Carpet Area,402,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bandra-western-mumbai-1291-sq-ft-spid-U85610542,Gala paramount,"2 BHK Flat in Bandra, Mumbai",₹4.2 Cr,"1,291 sqft",2 BHK,(2 Baths),Super Built-up Area,403,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bandra-east-western-mumbai-1250-sq-ft-spid-P85384998,adabkc 3bhkn8.5cr,"3 BHK Flat in Bandra East, Mumbai",₹8.5 Cr,"1,250 sqft",3 BHK,(3 Baths),Carpet Area,404,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-magnus-bandra-east-western-mumbai-1121-sq-ft-spid-T85643108,Kalpataru Magnus,"3 BHK Flat in Bandra East, Mumbai",₹6.85 Cr,"1,121 sqft",3 BHK,(3 Baths),Carpet Area,405,
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ten-bkc-bandra-east-western-mumbai-2080-sq-ft-spid-L85570338,Ten BKC,"4 BHK Flat in Bandra East, Mumbai",₹13 Cr,"2,080 sqft",4 BHK,(4 Baths),Carpet Area,406,
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-serendipity-bandra-kurla-complex-western-mumbai-1815-sq-ft-spid-K85561946,Serendipity,"4 BHK Flat in Bandra Kurla Complex, Mumbai",₹10.35 Cr,"1,815 sqft",4 BHK,(3 Baths),Carpet Area,407,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-serendipity-bandra-kurla-complex-western-mumbai-1475-sq-ft-spid-Y85561680,Serendipity,"3 BHK Flat in Bandra Kurla Complex, Mumbai",₹8 Cr,"1,475 sqft",3 BHK,(3 Baths),Carpet Area,408,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ten-bkc-bandra-east-western-mumbai-898-sq-ft-spid-Y85951914,Ten BKC,"2 BHK Flat in Bandra East, Mumbai",₹4.83 Cr,898 sqft,2 BHK,(2 Baths),Carpet Area,409,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ten-bkc-bandra-east-western-mumbai-897-sq-ft-spid-R85934646,Ten BKC,"2 BHK Flat in Bandra East, Mumbai",₹4.88 Cr,897 sqft,2 BHK,(2 Baths),Carpet Area,410,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ten-bkc-bandra-east-western-mumbai-899-sq-ft-spid-F85932488,Ten BKC,"2 BHK Flat in Bandra East, Mumbai",₹4.97 Cr,899 sqft,2 BHK,(2 Baths),Carpet Area,411,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ten-bkc-bandra-east-western-mumbai-898-sq-ft-spid-J85932352,Ten BKC,"2 BHK Flat in Bandra East, Mumbai",₹4.85 Cr,898 sqft,2 BHK,(2 Baths),Carpet Area,412,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kanakia-paris-bandra-kurla-complex-western-mumbai-974-sq-ft-spid-C86133654,"Kanakia Paris
4.3","3 BHK Flat in Bandra Kurla Complex, Mumbai",₹3.6 Cr,974 sqft,3 BHK,(2 Baths),Carpet Area,413,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kanakia-paris-bandra-kurla-complex-western-mumbai-877-sq-ft-spid-D86133526,"Kanakia Paris
4.3","2 BHK Flat in Bandra Kurla Complex, Mumbai",₹3.1 Cr,876 sqft,2 BHK,(2 Baths),Carpet Area,414,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ten-bkc-bandra-east-western-mumbai-1114-sq-ft-spid-M86133024,Ten BKC,"3 BHK Flat in Bandra East, Mumbai",₹6.2 Cr,"1,114 sqft",3 BHK,(3 Baths),Carpet Area,415,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ten-bkc-bandra-east-western-mumbai-1157-sq-ft-spid-X86132908,Ten BKC,"3 BHK Flat in Bandra East, Mumbai",₹6.5 Cr,"1,157 sqft",3 BHK,(3 Baths),Carpet Area,416,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kanakia-paris-bandra-kurla-complex-western-mumbai-1122-sq-ft-spid-D85548002,"Kanakia Paris
4.3","3 BHK Flat in Bandra Kurla Complex, Mumbai",₹4.27 Cr,"1,122 sqft",3 BHK,(3 Baths),Carpet Area,417,
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-flowline-dlh-signature-bandra-west-western-mumbai-2480-sq-ft-spid-M85185776,Flowline DLH Signature,"4 BHK Flat in Bandra West, Mumbai",₹18 Cr,"2,480 sqft",4 BHK,(4 Baths),Carpet Area,418,
https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-magnus-bandra-east-western-mumbai-2970-sq-ft-r1-spid-L81464891,Kalpataru Magnus,"5 BHK Flat in Bandra East, Mumbai",₹11.37 Cr,"2,970 sqft",5 BHK,(4 Baths),Super Built-up Area,419,
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ten-bkc-bandra-east-western-mumbai-2638-sq-ft-r1-spid-U81552317,Ten BKC,"4 BHK Flat in Bandra East, Mumbai",₹10.5 Cr,"2,638 sqft",4 BHK,(5 Baths),Super Built-up Area,420,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ten-bkc-bandra-east-western-mumbai-2273-sq-ft-r1-spid-H81558737,Ten BKC,"3 BHK Flat in Bandra East, Mumbai",₹8.62 Cr,"2,273 sqft",3 BHK,(4 Baths),Super Built-up Area,421,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ten-bkc-bandra-kurla-complex-western-mumbai-1500-sq-ft-spid-Q83144076,Ten BKC,"3 BHK Flat in Bandra Kurla Complex, Mumbai",₹6.49 Cr,"1,500 sqft",3 BHK,(3 Baths),Super Built-up Area,422,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-1120-sq-ft-spid-M85764868,Continental Tower,"3 BHK Flat in Bandra West, Mumbai",₹5.25 Cr,"1,120 sqft",3 BHK,(3 Baths),Carpet Area,423,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ten-bkc-bandra-east-western-mumbai-1174-sq-ft-r2-spid-R81656070,Ten BKC,"3 BHK Flat in Bandra East, Mumbai",₹7.85 Cr,"1,174 sqft",3 BHK,(3 Baths),Carpet Area,424,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ten-bkc-bandra-east-western-mumbai-1099-sq-ft-r2-spid-C81655406,Ten BKC,"3 BHK Flat in Bandra East, Mumbai",₹7.3 Cr,"1,099 sqft",3 BHK,(3 Baths),Carpet Area,425,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-excel-bellissima-bandra-west-western-mumbai-1634-sq-ft-r1-spid-N84788916,Excel Bellissima,"3 BHK Flat in Bandra West, Mumbai",₹7.35 Cr,"1,634 sqft",3 BHK,(4 Baths),Carpet Area,426,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-sparkle-gandhi-nagar-western-mumbai-1100-sq-ft-spid-C85650928,Kalpataru Sparkle,"3 BHK Flat in Gandhi Nagar, Bandra",₹8.5 Cr,"1,100 sqft",3 BHK,(3 Baths),Carpet Area,427,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bandra-east-western-mumbai-679-sq-ft-r1-spid-T75868179,Rustomjee Stella,"2 BHK Flat in Bandra East, Mumbai",₹2.61 Cr,679 sqft,2 BHK,(2 Baths),Carpet Area,428,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bandra-east-western-mumbai-834-sq-ft-r1-spid-Y80371047,Rustomjee Aden,"3 BHK Flat in Bandra East, Mumbai",₹4.2 Cr,834 sqft,3 BHK,(3 Baths),Carpet Area,429,
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ten-bkc-bandra-east-western-mumbai-1656-sq-ft-spid-D85132756,Ten BKC,"4 BHK Flat in Bandra East, Mumbai",₹10.63 Cr,"1,656 sqft",4 BHK,(4 Baths),Super Built-up Area,430,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lokhandwala-octacrest-lokhandwala-kandivali-east-mumbai-andheri-dahisar-1750-sq-ft-spid-W85975786,"Lokhandwala Octacrest
3.9","3 BHK Flat in Lokhandwala Kandivali East, Mumbai",₹3.45 Cr,"1,750 sqft",3 BHK,(3 Baths),Super Built-up Area,431,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sea-princess-gundecha-trillium-thakur-village-mumbai-andheri-dahisar-1300-sq-ft-spid-V84952742,"Sea Princess Gundecha Trillium
3.9","2 BHK Flat in Thakur Village, Kandivali East",₹3.18 Cr,"1,300 sqft",2 BHK,(2 Baths),Super Built-up Area,432,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-girgaon-mumbai-south-1010-sq-ft-spid-J86088816,Bay View,"3 BHK Flat in Girgaon, Mumbai",₹3.85 Cr,"1,010 sqft",3 BHK,(3 Baths),Carpet Area,433,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lodha-the-park-worli-south-mumbai-1400-sq-ft-spid-Z85852278,"Lodha The Park
4.3","3 BHK Flat in Worli, Mumbai",₹7.75 Cr,"1,400 sqft",3 BHK,(5 Baths),Super Built-up Area,434,
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-lokhandwala-residency-worli-south-mumbai-780-sq-ft-spid-J85759724,Lokhandwala Residency,"1 BHK Flat in Worli, Mumbai",₹3.25 Cr,780 sqft,1 BHK,(1 Bath),Super Built-up Area,435,
https://www.99acres.com/studio-apartment-flat-for-sale-in-bismillah-buildin-bandra-east-western-mumbai-180-sq-ft-spid-P85573092,Bismillah Buildin,"Studio Apartments / 1 RK Flats in Bandra East, Mumbai",₹90 Lac,180 sqft,1 BHK,(1 Bath),Carpet Area,436,
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-agar-bazar-south-mumbai-530-sq-ft-spid-S78381821,140 Bliss Building,"1 BHK Flat in Agar Bazar, Prabhadevi",₹2.2 Cr,530 sqft,1 BHK,(1 Bath),Built-up Area,437,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-roodraksh-golf-walk-chembur-chembur-central-mumbai-1323-sq-ft-spid-Y83294376,Roodraksh Golf Walk Chembur,"3 BHK Flat in Chembur, Mumbai",₹6 Cr,"1,323 sqft",3 BHK,(3 Baths),Carpet Area,438,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sai-aasha-deep-mulund-west-central-mumbai-suburbs-750-sq-ft-r1-spid-X85647442,Sai Aasha Deep,"2 BHK Flat in Mulund West, Mumbai",₹1.8 Cr,750 sqft,2 BHK,(2 Baths),Carpet Area,439,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-omkar-veda-exclusive-parmanand-wadi-mumbai-south-1380-sq-ft-spid-Z85612228,"Omkar Veda Exclusive
3.9","3 BHK Flat in Parmanand Wadi, Parel",₹3.85 Cr,"1,380 sqft",3 BHK,(3 Baths),Super Built-up Area,440,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-gardens-powai-central-mumbai-suburbs-1219-sq-ft-spid-T85227850,Hiranandani Gardens,"3 BHK Flat in Hiranandani Gardens Powai, Mumbai",₹4.85 Cr,"1,219 sqft",3 BHK,(3 Baths),Carpet Area,441,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-prestige-siesta-mulund-west-central-mumbai-suburbs-1024-sq-ft-spid-U86003222,Prestige Siesta,"2 BHK Flat in Mulund West, Mumbai",₹3.1 Cr,"1,024 sqft",2 BHK,(2 Baths),Super Built-up Area,442,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-runwal-greens-mulund-west-central-mumbai-suburbs-1315-sq-ft-spid-M84219486,"Runwal Greens
4.5","3 BHK Flat in Mulund West, Mumbai",₹3.22 Cr,"1,315 sqft",3 BHK,(3 Baths),Built-up Area,443,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lalbaug-south-mumbai-525-sq-ft-spid-X84305542,BHAGIRATHI BHUWAN,"2 BHK Flat in Lalbaug, Parel",₹2.75 Cr,525 sqft,2 BHK,(2 Baths),Carpet Area,444,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shree-vijaya-residency-lalbaug-south-mumbai-760-sq-ft-spid-S85691262,"Shree Vijaya Residency
3.7","2 BHK Flat in Lalbaug, Parel",₹3.75 Cr,760 sqft,2 BHK,(2 Baths),Carpet Area,445,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jawahar-nagar-mumbai-andheri-dahisar-1155-sq-ft-spid-K85615848,On request,"3 BHK Flat in Jawahar Nagar, Goregaon West",₹3.42 Cr,"1,155 sqft",3 BHK,(3 Baths),Built-up Area,446,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ekta-tripolis-goregaon-west-mumbai-andheri-dahisar-1190-sq-ft-spid-U84832260,"Ekta Tripolis
3.9","3 BHK Flat in Goregaon West, Mumbai",₹4.07 Cr,"1,190 sqft",3 BHK,(3 Baths),Built-up Area,447,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kanjurmarg-east-central-mumbai-suburbs-1160-sq-ft-spid-C85454104,Lodha Aurum Grandis,"3 BHK Flat in Kanjurmarg East, Mumbai",₹2.95 Cr,"1,160 sqft",3 BHK,(2 Baths),Super Built-up Area,448,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lodha-the-park-worli-south-mumbai-2000-sq-ft-spid-J85841724,"Lodha The Park
4.3","3 BHK Flat in Worli, Mumbai",₹6.75 Cr,"2,000 sqft",3 BHK,(3 Baths),Super Built-up Area,449,
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-2300-sq-ft-spid-X85241724,HNO 530,"4 BHK Flat in Bandra West, Mumbai",₹14.25 Cr,"2,300 sqft",4 BHK,(4 Baths),Carpet Area,450,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-andheri-east-mumbai-andheri-dahisar-1400-sq-ft-spid-A84477066,next shere punjab bindra complex,"3 BHK Flat in Andheri East, Mumbai",₹2.35 Cr,"1,400 sqft",3 BHK,(2 Baths),Super Built-up Area,451,
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-mulund-west-central-mumbai-suburbs-2000-sq-ft-spid-A84468526,"Golden Willows,","4 BHK Flat in Mulund West, Mumbai",₹6 Cr,"2,000 sqft",4 BHK,(4 Baths),Carpet Area,452,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-prem-nagar-legacy-mulund-west-central-mumbai-suburbs-792-sq-ft-spid-D84224628,Prem Nagar Legacy,"2 BHK Flat in Mulund West, Mumbai",₹2.4 Cr,792 sqft,2 BHK,(2 Baths),Carpet Area,453,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kanakia-zen-world-kanjurmarg-east-central-mumbai-suburbs-732-sq-ft-spid-J83259832,"Kanakia Zen World
3.3","2 BHK Flat in Kanjurmarg East, Mumbai",₹2.1 Cr,732 sqft,2 BHK,(2 Baths),Carpet Area,454,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lodha-aurum-grande-kanjurmarg-east-central-mumbai-suburbs-954-sq-ft-spid-Y84732568,"Lodha Aurum Grande
4.0","2 BHK Flat in Kanjurmarg East, Mumbai",₹2.51 Cr,954 sqft,2 BHK,(2 Baths),Built-up Area,455,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-nemi-bhavan-goregaon-west-mumbai-andheri-dahisar-824-sq-ft-spid-Y85781802,Nemi Bhavan,"3 BHK Flat in Goregaon West, Mumbai",₹2.5 Cr,824 sqft,3 BHK,(3 Baths),Carpet Area,456,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-orient-regency-tilak-nagar-central-mumbai-832-sq-ft-spid-U85645592,Orient Regency,"3 BHK Flat in Tilak nagar, Chembur",₹2.18 Cr,832 sqft,3 BHK,(3 Baths),Carpet Area,457,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pestom-sagar-chembur-west-central-mumbai-850-sq-ft-spid-J83412876,Pestom Sagar,"3 BHK Flat in Chembur West, Mumbai",₹2.65 Cr,850 sqft,3 BHK,(2 Baths),Carpet Area,458,
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-sethia-imperial-avenue-malad-east-mumbai-andheri-dahisar-365-sq-ft-spid-I84439474,Sethia Imperial Avenue,"1 BHK Flat in Malad East, Mumbai",₹95 Lac,365 sqft,1 BHK,(2 Baths),Super Built-up Area,459,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mahindra-lifespaces-splendour-bhandup-west-central-mumbai-suburbs-1640-sq-ft-spid-Q82959068,"Mahindra Lifespaces Splendour
4.3","3 BHK Flat in Bhandup West, Mumbai",₹3.15 Cr,"1,640 sqft",3 BHK,(3 Baths),Super Built-up Area,460,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eternia-by-oberoi-realty-mulund-west-central-mumbai-suburbs-1204-sq-ft-spid-S84183902,"Eternia by Oberoi Realty
4.1","3 BHK Flat in Mulund West, Mumbai",₹4.4 Cr,"1,204 sqft",3 BHK,(3 Baths),Carpet Area,461,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-andheri-west-mumbai-andheri-dahisar-1135-sq-ft-spid-X86041204,Lodha amrutara society,"3 BHK Flat in Andheri West, Mumbai",₹4 Cr,"1,135 sqft",3 BHK,(3 Baths),Built-up Area,84,"Built Up area: 1135
(105.44 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-saanvi-heights-goregaon-west-mumbai-andheri-dahisar-627-sq-ft-spid-T85781968,Saanvi Heights,"2 BHK Flat in Goregaon West, Mumbai",₹2.1 Cr,627 sqft,2 BHK,(2 Baths),Carpet Area,462,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kurla-east-central-mumbai-suburbs-556-sq-ft-r1-spid-P78287759,Vishwadham chsl,"2 BHK Flat in Kurla East, Mumbai",₹1.35 Cr,556 sqft,2 BHK,(2 Baths),Carpet Area,463,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vile-parle-west-western-mumbai-1320-sq-ft-spid-O83839052,Marble Park View,"3 BHK Flat in Vile Parle West, Mumbai",₹6 Cr,"1,320 sqft",3 BHK,(3 Baths),Carpet Area,464,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ghp-trinity-powai-central-mumbai-suburbs-700-sq-ft-spid-D84602260,GHP Trinity,"2 BHK Flat in Powai, Mumbai",₹1.95 Cr,700 sqft,2 BHK,(2 Baths),Carpet Area,465,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-konark-zen-gardens-kandivali-west-mumbai-andheri-dahisar-644-sq-ft-spid-L83446798,Konark Zen Gardens,"2 BHK Flat in Kandivali West, Mumbai",₹2.27 Cr,644 sqft,2 BHK,(2 Baths),Carpet Area,466,
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-fortune-avirahi-hari-om-nagar-mumbai-andheri-dahisar-1452-sq-ft-spid-D85071606,Fortune Avirahi,"4 BHK Flat in Hari Om Nagar, Borivali West",₹5.81 Cr,"1,452 sqft",4 BHK,(4 Baths),Carpet Area,467,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mahindra-lifespaces-splendour-bhandup-west-central-mumbai-suburbs-1640-sq-ft-spid-V82626726,"Mahindra Lifespaces Splendour
4.3","3 BHK Flat in Bhandup West, Mumbai",₹3.08 Cr,"1,640 sqft",3 BHK,(3 Baths),Built-up Area,468,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lok-kedar-complex-mulund-west-central-mumbai-suburbs-775-sq-ft-spid-G84819822,Lok Kedar Complex,"2 BHK Flat in Mulund West, Mumbai",₹1.6 Cr,775 sqft,2 BHK,(2 Baths),Super Built-up Area,469,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mahindra-vicino-andheri-east-mumbai-andheri-dahisar-746-sq-ft-spid-D85410158,Mahindra Vicino,"2 BHK Flat in Andheri East, Mumbai",₹2.6 Cr,746 sqft,2 BHK,(2 Baths),Carpet Area,470,
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-lodha-raj-infinia-evershine-nagar-mumbai-andheri-dahisar-1563-sq-ft-spid-Z84835474,"Lodha Raj Infinia
3.5","4 BHK Flat in Evershine Nagar, Malad West",₹4.98 Cr,"1,563 sqft",4 BHK,(4 Baths),Carpet Area,471,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-goregaon-west-mumbai-andheri-dahisar-655-sq-ft-spid-Z85213368,Pancham Society,"2 BHK Flat in Goregaon West, Mumbai",₹2.1 Cr,655 sqft,2 BHK,(2 Baths),Carpet Area,472,
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eternia-by-oberoi-realty-mulund-west-central-mumbai-suburbs-1670-sq-ft-spid-T84183280,"Eternia by Oberoi Realty
4.1","3 BHK Flat in Mulund West, Mumbai",₹3.6 Cr,"1,670 sqft",3 BHK,(3 Baths),Super Built-up Area,473,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-raheja-township-malad-east-mumbai-andheri-dahisar-730-sq-ft-r1-spid-Z83102136,"Raheja Township
4.3","2 BHK Flat in Malad East, Mumbai",₹1.75 Cr,730 sqft,2 BHK,(2 Baths),Carpet Area,474,
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sunteck-city-avenue-4-goregaon-west-mumbai-andheri-dahisar-838-sq-ft-spid-K83672352,Sunteck City Avenue 4,"2 BHK Flat in Goregaon West, Mumbai",₹2.4 Cr,838 sqft,2 BHK,(2 Baths),Super Built-up Area,475,
